timestamp,sumOpenInterest,sumOpenInterestValue
2025-07-09 11:00:00,77690.84600000,8456656356.18460000
2025-07-09 12:00:00,78215.66400000,8526156566.01120000
2025-07-09 13:00:00,79337.84400000,8670600361.97502100
2025-07-09 14:00:00,80933.75700000,8833144524.98227900
2025-07-09 15:00:00,79603.04700000,8664204844.11254900
2025-07-09 16:00:00,79863.48100000,8706708712.27190000
2025-07-09 17:00:00,80110.67800000,8760368353.35768100
2025-07-09 18:00:00,79806.81100000,8707682228.51043500
2025-07-09 19:00:00,80289.50300000,8791292834.65889200
2025-07-09 20:00:00,85289.38900000,9526756519.78880000
2025-07-09 21:00:00,85120.44800000,9421461562.69611000
2025-07-09 22:00:00,84807.84600000,9395929933.33702000
2025-07-09 23:00:00,85064.18800000,9471099403.67004600
2025-07-10 00:00:00,85656.29500000,9524971438.37050000
2025-07-10 01:00:00,85851.73300000,9518915159.57189600
2025-07-10 02:00:00,85891.36700000,9546688015.86280000
2025-07-10 03:00:00,85791.52500000,9538316288.67639200
2025-07-10 04:00:00,85722.22200000,9517599793.33605400
2025-07-10 05:00:00,85697.14900000,9521544564.22810000
2025-07-10 06:00:00,85665.14400000,9513833828.40960000
2025-07-10 07:00:00,85700.33400000,9529052096.85340900
2025-07-10 08:00:00,85675.85900000,9525964626.35990000
2025-07-10 09:00:00,85876.76600000,9548304034.44338000
2025-07-10 10:00:00,85757.14200000,9518854096.28760000
2025-07-10 11:00:00,84851.17100000,9421604487.94966300
